"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006869","lipid transport","89/1250","461/18860",0.193058568329718,2.91286767895879,11.0782953885761,2.61980675540727e-20,1.32181159022821e-17,1.01909229289288e-17,"ABCG2/FABP2/ANO7/ABCA8/FABP4/CEACAM1/PLA2G10/ATP8B1/ATP8A1/ABCA5/GLTP/SLCO2A1/P2RX4/FABP1/APOBR/TMEM30B/BDKRB2/TNFRSF11A/ABCB1/PLA2G4F/OSBPL7/OSBPL1A/EEPD1/LDLR/GRAMD1A/SPNS2/SIGMAR1/TTPA/SYT7/SLC43A3/LIPG/PLA2G12B/MSR1/PTGS2/CLU/TMEM97/TREM2/CRABP2/CYP4F2/KCNJ8/RBP1/APOLD1/ATP11A/SHH/IL1B/SLC2A1/PLIN2/APOE/ACSL1/GLTPD2/LCAT/PCSK9/CES1/AKR1C1/SLCO4A1/LIPC/ABCG8/FABP6/CFHR4/ABCG5/DRD2/APOM/ABCB4/AGT/SLCO1B3/INHBA/MTTP/SPP1/APOC1/SERPINA5/SLC27A5/SLC22A7/AKR1C4/SLC10A1/SLCO1B1/RBP4/SLC22A1/APOA5/APOF/APOC2/PON1/APOB/APOC4/CYP4A11/LBP/APOH/APOC3/APOA1/APOA2",89
"GO:0050878","regulation of body fluid levels","80/1250","389/18860",0.205655526992288,3.10293059125964,11.1657832737825,4.24422103784333e-20,1.96295223000254e-17,1.51339987007308e-17,"GUCA2B/SCNN1B/ADTRP/NKX2-3/HSD11B2/P2RY1/VIP/CTSG/CEACAM1/ADRA2A/PRKACB/FBLN1/CYP4F12/XDH/HBB/ST3GAL4/SCNN1A/VDR/ABCB1/DGKA/ZBTB7B/CAD/ANO1/TSPAN18/PDGFB/SERPINE2/TFPI/F2R/NME1/CCND1/SLC29A1/ITGA2/PDPN/ANGPTL4/PLAU/VEGFA/CYP4F2/COL3A1/SHH/SERPING1/TFPI2/FN1/F10/APOE/IL6/C4BPB/F13B/DRD2/F12/PROC/SERPINA1/SERPINE1/FAP/F11/CDO1/CEL/KLKB1/COMP/F5/F7/HGFAC/KNG1/SERPINF2/TTR/SAA1/SERPINA10/F9/SERPIND1/CPB2/CYP4A11/HRG/APOH/FGA/VTN/FGB/FGG/FGL1/SERPINC1/PLG/F2",80
"GO:0031638","zymogen activation","29/1250","57/18860",0.508771929824561,7.67635087719298,13.4492376173308,1.19431882178437e-19,5.09882266223326e-17,3.93109798425381e-17,"CFD/CLEC3B/KLK1/CTSH/SERPINE2/MMP14/FCN1/C1S/C1R/PLAU/MASP1/F12/SERPINE1/F11/KLKB1/MBL2/FCN2/HGFAC/MASP2/SERPINF2/HPN/FCN3/F9/APOH/FGA/HP/FGB/FGG/HPR",29
"GO:0006805","xenobiotic metabolic process","44/1250","135/18860",0.325925925925926,4.91757037037037,12.1704724102836,1.39332818880529e-19,5.52355103419241e-17,4.25855570488234e-17,"UGT1A8/UGT1A10/SULT1A2/SULT1B1/CES3/UGT2A3/GSTM2/CMBL/CYP4F12/NAT1/SULT1A1/CES2/ABCB1/CAD/SLC29A1/SMOX/CYP4F2/GSTA1/UGT1A6/CYP1B1/ACSL1/UGT2B7/CYP2W1/AKR1C1/CYP2B6/UGT1A1/GSTA2/CYP2D6/CYP3A4/CYP1A2/SLCO1B3/AOX1/CYP2C9/GLYAT/SLC22A7/ACSM2B/CYP2A6/SLCO1B1/SULT2A1/SLC22A1/UGT2B4/AADAC/CYP2C8/CYP2E1",44
"GO:0009410","response to xenobiotic stimulus","85/1250","443/18860",0.191873589164786,2.89498871331828,10.7531005163921,2.8905189909402e-19,1.0101683769587e-16,7.78821138423352e-17,"SST/SCNN1B/UGT1A8/UGT1A10/SULT1A2/HSD11B2/SULT1B1/CES3/UGT2A3/SFRP1/GSTM2/TLR3/C1orf115/CMBL/FOSB/CYP4F12/NAT1/SULT1A1/PDE3A/CES2/ABCB1/BCAR3/SLC1A1/FOS/MCM7/CAD/ERRFI1/KCNH2/CCNB1/CCND1/SLC29A1/ITGA2/ABAT/FBP1/CTPS1/E2F1/SPINK4/SMOX/CYP4F2/KCNJ8/GSTA1/MYC/COL18A1/IGFBP2/IL1B/UGT1A6/CYP1B1/OTC/PLIN2/ACSL1/UGT2B7/CYP2W1/AKR1C1/COL1A1/CYP2B6/UGT1A1/GSTA2/ABCG8/CYP2D6/ABCG5/DRD2/CYP3A4/CYP1A2/PON3/PDX1/SLCO1B3/AOX1/CRHBP/CYP2C9/GLYAT/SLC22A7/ACSM2B/CA9/CYP2A6/SLC10A1/SLCO1B1/SULT2A1/MMP7/RBP4/SLC22A1/CPS1/UGT2B4/AADAC/CYP2C8/CYP2E1",85
"GO:0071466","cellular response to xenobiotic stimulus","54/1250","202/18860",0.267326732673267,4.03342574257426,11.5481167829078,2.91219712276383e-19,1.0101683769587e-16,7.78821138423352e-17,"UGT1A8/UGT1A10/SULT1A2/SULT1B1/CES3/UGT2A3/GSTM2/TLR3/CMBL/CYP4F12/NAT1/SULT1A1/CES2/ABCB1/MCM7/CAD/KCNH2/SLC29A1/FBP1/E2F1/SMOX/CYP4F2/GSTA1/MYC/IL1B/UGT1A6/CYP1B1/ACSL1/UGT2B7/CYP2W1/AKR1C1/CYP2B6/UGT1A1/GSTA2/CYP2D6/CYP3A4/CYP1A2/PON3/SLCO1B3/AOX1/CRHBP/CYP2C9/GLYAT/SLC22A7/ACSM2B/CYP2A6/SLC10A1/SLCO1B1/SULT2A1/SLC22A1/UGT2B4/AADAC/CYP2C8/CYP2E1",54
"GO:0008228","opsonization","19/1250","25/18860",0.76,11.46688,13.952084438703,4.28078516880061e-18,1.39755045216726e-15,1.07748555487148e-15,"FCN1/C1S/C1R/SPON2/C2/MASP1/C4B/C4A/C4BPB/C3/COLEC11/COLEC10/MBL2/FCN2/C4BPA/MASP2/FCN3/CRP/LBP",19
"GO:0015711","organic anion transport","85/1250","466/18860",0.182403433476395,2.75210300429185,10.2034998009679,7.67594194101632e-18,2.3667487651467e-15,1.82471953159247e-15,"BEST4/CA4/SLC26A3/SLC26A2/SLC4A4/SLC17A4/ABCG2/FABP2/BEST2/FABP4/SLC36A1/CEACAM1/SLC16A9/SLC25A23/PLA2G10/ATP8B1/GLTP/SLCO2A1/P2RX4/FABP1/BDKRB2/SLC6A9/TNFRSF11A/SLC44A4/ABCB1/PLA2G4F/RGS2/SLC1A1/SLC25A32/MFSD12/SLC19A2/SLC43A3/SLC7A1/F2R/SLC2A3/SLC43A1/PLA2G12B/SLC25A15/SLC39A10/SLC38A5/ABAT/PTGS2/TTYH3/SLC16A2/SLC17A9/SLC5A6/CRABP2/CYP4F2/SLC7A2/KCNJ8/RBP1/SLC38A4/IL1B/SLC2A1/PLIN2/APOE/ACSL1/GLTPD2/SLC6A6/CES1/AKR1C1/SLC7A5/SLC22A3/SLCO4A1/SLC6A20/FABP6/DRD2/SLC35D3/SLC25A18/ABCB4/CLDN2/SLCO1B3/MTTP/SLC27A5/SLC38A3/SLC22A7/SLC13A5/AKR1C4/SLC10A1/SLCO1B1/SLC22A1/AGXT/SLC2A2/SLC25A47/CYP4A11",85
"GO:1900047","negative regulation of hemostasis","26/1250","53/18860",0.490566037735849,7.40166037735849,12.4338453505729,3.02235603860324e-17,8.82846106013052e-15,6.80658021990148e-15,"ADTRP/CEACAM1/PDGFB/SERPINE2/TFPI/PLAU/SERPING1/APOE/F12/PROC/SERPINE1/FAP/F11/KLKB1/COMP/KNG1/SERPINF2/CPB2/HRG/APOH/FGA/VTN/FGB/FGG/PLG/F2",26
"GO:1900046","regulation of hemostasis","30/1250","72/18860",0.416666666666667,6.28666666666667,11.9740911419955,3.41861646875376e-17,9.48666070079168e-15,7.31403997130739e-15,"ADTRP/CEACAM1/ST3GAL4/PDGFB/SERPINE2/TFPI/F2R/PLAU/SERPING1/APOE/F12/PROC/SERPINE1/FAP/F11/KLKB1/COMP/F7/KNG1/SERPINF2/CPB2/HRG/APOH/FGA/VTN/FGB/FGG/SERPINC1/PLG/F2",30
"GO:0006631","fatty acid metabolic process","78/1250","421/18860",0.185273159144893,2.79540142517815,9.92587016496697,7.30731012742716e-17,1.93121767653432e-14,1.48893311619005e-14,"PLP1/UGT1A8/UGT1A10/ADTRP/HPGD/FABP2/NAAA/GSTM2/CEACAM1/TNXB/APPL2/ABHD3/ACADS/ACSF2/PLA2G10/CYP4F12/MGLL/CES2/PLA2G4F/ACOT11/ACAD11/AIG1/GPAM/FASN/SOX9/NME1/LIPG/INSIG1/ELOVL5/ECHDC3/PTGS2/FADS2/ANGPTL4/CYP4F2/FADS1/GSTA1/IL1B/UGT1A6/CYP1B1/GDF15/ACSL1/SCD/CYP4F3/CES1/AKR1C1/DGAT2/MLXIPL/TRIB3/CYP2B6/UGT1A1/LIPC/ACSM5/CYP2D6/C3/CYP3A4/CTHRC1/CYP1A2/ACSL6/CYP4A22/ACSM2A/APOC1/SLC27A5/HAO2/CYP2C9/ACSM2B/CYP2A6/AKR1C4/UGT1A4/ANGPTL3/APOA5/BAAT/HAO1/APOC2/CYP4A11/CYP2C8/CYP2E1/ADH4/APOC3",78
"GO:0007599","hemostasis","57/1250","250/18860",0.228,3.440064,10.3474346930026,8.8266830212741e-17,2.22673139854869e-14,1.71676873117125e-14,"ADTRP/P2RY1/CTSG/CEACAM1/ADRA2A/FBLN1/HBB/ST3GAL4/DGKA/TSPAN18/PDGFB/SERPINE2/TFPI/F2R/ITGA2/PDPN/ANGPTL4/PLAU/CYP4F2/COL3A1/SHH/SERPING1/TFPI2/FN1/F10/APOE/IL6/C4BPB/F13B/F12/PROC/SERPINA1/SERPINE1/FAP/F11/KLKB1/COMP/F5/F7/HGFAC/KNG1/SERPINF2/SAA1/SERPINA10/F9/SERPIND1/CPB2/HRG/APOH/FGA/VTN/FGB/FGG/FGL1/SERPINC1/PLG/F2",57
"GO:0007596","blood coagulation","56/1250","243/18860",0.230452674897119,3.47706995884774,10.3543113178847,9.90697950776347e-17,2.39059722904727e-14,1.84310625624982e-14,"ADTRP/P2RY1/CTSG/CEACAM1/ADRA2A/FBLN1/HBB/ST3GAL4/DGKA/PDGFB/SERPINE2/TFPI/F2R/ITGA2/PDPN/ANGPTL4/PLAU/CYP4F2/COL3A1/SHH/SERPING1/TFPI2/FN1/F10/APOE/IL6/C4BPB/F13B/F12/PROC/SERPINA1/SERPINE1/FAP/F11/KLKB1/COMP/F5/F7/HGFAC/KNG1/SERPINF2/SAA1/SERPINA10/F9/SERPIND1/CPB2/HRG/APOH/FGA/VTN/FGB/FGG/FGL1/SERPINC1/PLG/F2",56
"GO:0030193","regulation of blood coagulation","29/1250","70/18860",0.414285714285714,6.25074285714286,11.7257610280866,1.38807863905628e-16,3.20993185281765e-14,2.47479809989639e-14,"ADTRP/CEACAM1/ST3GAL4/PDGFB/SERPINE2/TFPI/F2R/PLAU/SERPING1/APOE/F12/PROC/SERPINE1/FAP/F11/KLKB1/F7/KNG1/SERPINF2/CPB2/HRG/APOH/FGA/VTN/FGB/FGG/SERPINC1/PLG/F2",29
"GO:0006953","acute-phase response","24/1250","47/18860",0.51063829787234,7.70451063829787,12.2608800651359,1.53499689124138e-16,3.40769309855587e-14,2.62726836332472e-14,"TNFRSF11A/PTGS2/CEBPB/IL1B/FN1/IL1RN/IL6/REG3A/SERPINA1/MBL2/SERPINF2/SERPINA3/SAA1/ITIH4/CRP/LBP/SAA2/ORM2/ORM1/HP/SAA4/APCS/AHSG/F2",24
"GO:0030195","negative regulation of blood coagulation","25/1250","52/18860",0.480769230769231,7.25384615384615,12.0312905747872,2.2830253723542e-16,4.87338108329453e-14,3.75728669579749e-14,"ADTRP/CEACAM1/PDGFB/SERPINE2/TFPI/PLAU/SERPING1/APOE/F12/PROC/SERPINE1/FAP/F11/KLKB1/KNG1/SERPINF2/CPB2/HRG/APOH/FGA/VTN/FGB/FGG/PLG/F2",25
"GO:0050817","coagulation","56/1250","248/18860",0.225806451612903,3.40696774193548,10.1656287970577,2.60788313054454e-16,5.36064865723045e-14,4.13296098466416e-14,"ADTRP/P2RY1/CTSG/CEACAM1/ADRA2A/FBLN1/HBB/ST3GAL4/DGKA/PDGFB/SERPINE2/TFPI/F2R/ITGA2/PDPN/ANGPTL4/PLAU/CYP4F2/COL3A1/SHH/SERPING1/TFPI2/FN1/F10/APOE/IL6/C4BPB/F13B/F12/PROC/SERPINA1/SERPINE1/FAP/F11/KLKB1/COMP/F5/F7/HGFAC/KNG1/SERPINF2/SAA1/SERPINA10/F9/SERPIND1/CPB2/HRG/APOH/FGA/VTN/FGB/FGG/FGL1/SERPINC1/PLG/F2",56
"GO:0046942","carboxylic acid transport","69/1250","356/18860",0.193820224719101,2.9243595505618,9.76591786697449,4.32079286389118e-16,8.56442871235573e-14,6.60301616229987e-14,"SLC26A3/SLC26A2/ABCG2/FABP2/FABP4/SLC36A1/CEACAM1/SLC16A9/PLA2G10/ATP8B1/SLCO2A1/P2RX4/FABP1/BDKRB2/SLC6A9/TNFRSF11A/ABCB1/PLA2G4F/RGS2/SLC1A1/SLC25A32/MFSD12/SLC19A2/SLC43A3/SLC7A1/F2R/SLC43A1/PLA2G12B/SLC25A15/SLC38A5/ABAT/PTGS2/TTYH3/SLC16A2/SLC5A6/CRABP2/CYP4F2/SLC7A2/KCNJ8/RBP1/SLC38A4/IL1B/SLC2A1/PLIN2/APOE/ACSL1/SLC6A6/CES1/AKR1C1/SLC7A5/SLC22A3/SLCO4A1/SLC6A20/FABP6/DRD2/SLC25A18/ABCB4/CLDN2/SLCO1B3/SLC27A5/SLC38A3/SLC22A7/SLC13A5/AKR1C4/SLC10A1/SLCO1B1/SLC22A1/AGXT/CYP4A11",69
"GO:0015849","organic acid transport","69/1250","357/18860",0.19327731092437,2.91616806722689,9.73825832538474,5.0209198983802e-16,9.60900187448624e-14,7.40836275387133e-14,"SLC26A3/SLC26A2/ABCG2/FABP2/FABP4/SLC36A1/CEACAM1/SLC16A9/PLA2G10/ATP8B1/SLCO2A1/P2RX4/FABP1/BDKRB2/SLC6A9/TNFRSF11A/ABCB1/PLA2G4F/RGS2/SLC1A1/SLC25A32/MFSD12/SLC19A2/SLC43A3/SLC7A1/F2R/SLC43A1/PLA2G12B/SLC25A15/SLC38A5/ABAT/PTGS2/TTYH3/SLC16A2/SLC5A6/CRABP2/CYP4F2/SLC7A2/KCNJ8/RBP1/SLC38A4/IL1B/SLC2A1/PLIN2/APOE/ACSL1/SLC6A6/CES1/AKR1C1/SLC7A5/SLC22A3/SLCO4A1/SLC6A20/FABP6/DRD2/SLC25A18/ABCB4/CLDN2/SLCO1B3/SLC27A5/SLC38A3/SLC22A7/SLC13A5/AKR1C4/SLC10A1/SLCO1B1/SLC22A1/AGXT/CYP4A11",69
"GO:0006066","alcohol metabolic process","70/1250","368/18860",0.190217391304348,2.87,9.65179818162138,7.25547731384294e-16,1.34226330306094e-13,1.03486018529023e-13,"AQP8/SCNN1B/SULT1A2/AKR1B10/DHRS9/HSD11B2/SULT1B1/MOGAT2/P2RY1/NAAA/ITPKA/GDPD3/BMP2/ABCA5/APOBR/RETSAT/LIMA1/SULT1A1/CLCN2/SGPP2/OSBPL1A/LDLR/ERRFI1/LEPR/TM7SF2/GALK1/CYP27A1/INSIG1/DHCR7/CYP39A1/ADH1B/SQLE/SPHK1/SORD/SULT2B1/CYP1B1/APOE/LCAT/PCSK9/CES1/AKR1C1/DGAT2/NR0B2/LIPC/CYP2D6/HSD17B6/CYP3A4/CYP1A2/AKR1D1/SEC14L2/AGT/CEL/APOC1/CYP2C9/AKR1C4/ADH1A/UGT1A4/SULT2A1/ANGPTL3/RBP4/APOA5/HAO1/APOF/RDH16/PON1/APOB/CYP2C8/ADH4/APOA1/APOA2",70
"GO:0001906","cell killing","59/1250","281/18860",0.209964412811388,3.16794306049822,9.75493821273405,1.43123286528064e-15,2.5623685168734e-13,1.97553874273881e-13,"SCNN1B/CHGA/CCL28/CXCL14/CTSG/SLAMF7/CEACAM1/KLRB1/CXCL13/CCL8/LGALS3/GBP3/GZMA/CTSH/FCN1/ICAM1/C1S/C1R/GZMB/CLU/CXCL9/CFH/CCL18/CXCL10/CXCL3/CXCL1/C2/DEFA5/MASP1/FCGR3B/DEFA6/CXCL2/FCGR3A/C4A/C8G/CXCL11/C3/CFB/CXCL6/AZGP1/TREM1/MBL2/FCN2/CFHR5/C5/CD5L/KNG1/MASP2/FCN3/C6/C8A/ARG1/CFHR2/HRG/HAMP/CFHR1/F2/C8B/C9",59
"GO:0050818","regulation of coagulation","29/1250","76/18860",0.381578947368421,5.75726315789474,11.0714522448494,1.9175993351274e-15,3.32583634686158e-13,2.56415832147792e-13,"ADTRP/CEACAM1/ST3GAL4/PDGFB/SERPINE2/TFPI/F2R/PLAU/SERPING1/APOE/F12/PROC/SERPINE1/FAP/F11/KLKB1/F7/KNG1/SERPINF2/CPB2/HRG/APOH/FGA/VTN/FGB/FGG/SERPINC1/PLG/F2",29
"GO:0050819","negative regulation of coagulation","25/1250","56/18860",0.446428571428571,6.73571428571429,11.4522563450827,2.05915756460706e-15,3.4631286313846e-13,2.67000813401202e-13,"ADTRP/CEACAM1/PDGFB/SERPINE2/TFPI/PLAU/SERPING1/APOE/F12/PROC/SERPINE1/FAP/F11/KLKB1/KNG1/SERPINF2/CPB2/HRG/APOH/FGA/VTN/FGB/FGG/PLG/F2",25
"GO:0016485","protein processing","54/1250","248/18860",0.217741935483871,3.28529032258065,9.65173429959737,4.62012297272937e-15,7.54167132313177e-13,5.81448912821823e-13,"CWH43/CFD/IL1R2/CLEC3B/ANPEP/MEP1A/CTSG/CPM/CPA3/CASP7/GSN/SPON1/PRKACB/KLK1/TMPRSS2/CAPN2/CTSH/ECE2/SERPINE2/MMP14/BAG2/FCN1/C1S/C1R/PLAU/MYC/SHH/PCSK9/MASP1/ADAMTS2/NKD2/F12/SERPINE1/F11/KLKB1/COMP/MBL2/FCN2/CPN1/F7/HGFAC/KLK6/MASP2/SERPINF2/HPN/FCN3/F9/APOH/FGA/HP/FGB/FGG/PLG/HPR",54
